mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
11,64,24,0,0,0,0,6,3,17,3,1,1,3,82,17,4,8,576,1,6,0,0,0,0,0,1
10,54,34,0,1,0,0,0,4,20,4,1,1,,,,6,,1156,1,0,0,0,1,0,1,0
12,53,34,0,1,0,0,7,5,15,5,1,0,,,,10,,1156,1,7,1,0,0,0,0,0
2,47,41,0,1,0,1,7,5,18,5,1,1,1,64,16,6,1,1681,1,7,0,0,1,1,0,1
3,70,18,0,1,0,1,10,1,17,1,1,0,,,,5,,324,1,10,0,0,1,1,0,0
5,69,19,0,1,0,1,7,0,,0,1,1,,,,4,,361,1,7,0,0,1,1,0,0
11,40,48,0,1,0,1,4,5,18,5,1,0,10,60,19,5,0,2304,1,4,0,1,0,0,0,1
10,64,24,0,1,0,1,10,1,22,1,1,1,,,,3,,576,1,10,0,1,0,0,0,0
8,55,33,0,0,0,0,6,3,17,3,1,1,6,83,27,4,0,1089,1,6,0,1,0,0,0,1
7,69,19,0,0,0,0,7,0,,0,1,0,,,,7,,361,1,7,0,1,0,0,0,0
11,72,16,0,1,0,0,7,0,,0,1,0,,,,2,,256,1,7,0,1,0,0,0,0
11,53,35,0,1,0,0,6,3,23,3,1,0,,,,3,,1225,1,6,1,0,0,0,0,0
8,64,24,0,1,0,1,8,1,21,1,1,1,,,,4,,576,1,8,0,0,1,0,0,0
11,68,20,0,1,0,1,10,0,,0,1,0,,,,4,,400,1,10,0,0,0,0,0,0
9,66,22,0,1,0,1,7,0,,0,1,0,,,,2,,484,1,7,1,0,0,0,0,0
9,63,25,0,1,0,0,7,2,16,2,1,1,,,,4,,625,1,7,0,1,0,0,0,0
1,65,23,0,1,0,0,7,1,15,1,1,0,,,,3,,529,1,7,1,0,0,1,0,0
6,63,25,0,1,0,1,7,2,17,2,1,1,7,80,17,6,7,625,1,7,1,0,0,1,0,1
8,63,25,0,1,0,0,10,2,16,2,1,1,,,,4,,625,1,10,0,0,0,0,0,0
3,64,24,0,1,0,0,10,1,18,1,1,1,,,,4,,576,1,10,1,0,0,1,0,0
9,67,21,0,1,0,0,10,0,,0,1,0,,,,6,,441,1,10,0,0,0,0,0,0
2,64,24,0,1,0,0,9,1,19,1,1,1,,,,4,,576,1,9,0,0,1,1,0,0
12,60,27,0,1,0,0,7,1,20,1,1,1,,,,2,,729,1,7,1,0,0,0,0,0
2,56,32,0,1,0,0,7,5,18,5,1,0,11,80,24,5,10,1024,1,7,0,0,1,1,0,1
9,42,46,0,1,0,1,2,6,18,5,1,1,,,,2,,2116,1,2,1,0,0,0,0,0
10,63,25,0,1,0,1,7,1,18,1,1,1,,,,3,,625,1,7,1,0,0,0,0,0
5,69,19,0,1,0,1,7,1,17,1,1,1,,,,2,,361,1,7,1,0,0,1,0,0
6,72,16,0,1,0,1,7,0,,0,1,0,,,,3,,256,1,7,1,0,0,1,0,0
6,72,16,0,1,0,0,7,0,,0,1,0,,,,0,,256,1,7,1,0,0,1,0,0
10,61,27,0,1,0,0,6,3,20,2,1,1,3,78,16,4,10,729,1,6,1,0,0,0,0,1
1,55,33,0,1,0,0,0,4,18,4,1,1,,,,4,,1089,1,0,1,0,0,1,1,0
7,59,29,0,0,0,0,0,4,18,4,1,1,,,,3,,841,1,0,1,0,0,0,1,0
11,64,24,0,1,0,0,9,2,20,2,1,0,,,,4,,576,1,9,1,0,0,0,0,0
1,56,32,0,1,0,0,10,3,21,3,1,1,12,77,21,4,7,1024,1,10,0,1,0,1,0,1
9,55,33,0,1,0,0,15,2,21,2,1,1,12,86,31,4,16,1089,1,15,0,1,0,0,0,1
9,66,22,0,1,0,0,7,0,,0,1,1,,,,5,,484,1,7,0,0,0,0,0,0
7,71,17,0,1,0,0,7,0,,0,1,1,,,,2,,289,1,7,0,1,0,0,0,0
9,64,24,0,1,1,0,14,1,23,1,1,1,1,88,23,3,14,576,1,14,1,0,0,0,0,1
3,66,22,0,1,1,0,0,1,19,1,1,0,,,,4,,484,1,0,1,0,0,1,1,0
1,65,23,0,1,1,1,10,1,20,1,1,1,5,87,22,6,12,529,1,10,0,1,0,1,0,1
5,68,20,0,1,0,0,12,0,,0,1,0,,,,2,,400,1,12,0,0,1,1,0,0
2,54,34,0,1,1,1,12,3,22,3,1,1,8,74,20,4,14,1156,1,12,0,1,0,1,0,1
12,72,15,0,1,1,1,9,0,,0,1,0,,,,2,,225,1,9,1,0,0,0,0,0
6,49,39,0,1,0,1,0,2,25,2,1,0,,,,4,,1521,1,0,1,0,0,1,1,0
9,52,36,0,1,0,0,10,4,15,3,1,1,1,88,35,4,10,1296,1,10,0,1,0,0,0,1
6,64,24,0,1,0,0,7,1,18,1,1,1,5,86,21,2,,576,1,7,1,0,0,1,0,1
7,48,40,1,1,1,1,16,3,25,3,1,1,12,73,25,3,16,1600,1,16,0,0,1,0,0,1
4,57,31,1,1,1,1,7,0,,0,1,1,,,,4,,961,1,7,0,1,0,1,0,0
11,66,22,1,1,0,0,8,1,17,1,1,1,,,,4,,484,1,8,0,1,0,0,0,0
6,60,28,1,0,1,0,15,1,24,1,1,,12,81,21,2,15,784,1,15,0,0,0,1,0,1
8,70,18,0,0,0,0,9,0,,0,1,0,,,,4,,324,1,9,1,0,0,0,0,0
9,67,21,0,0,0,0,10,1,19,1,1,1,,,,4,,441,1,10,0,0,1,0,0,0
9,60,28,1,1,1,0,12,2,23,2,1,1,1,80,19,4,14,784,1,12,0,0,1,0,0,1
6,66,22,1,1,1,0,7,1,17,1,1,1,,,,6,,484,1,7,0,1,0,1,0,0
9,56,32,1,1,1,0,7,4,17,4,1,1,2,80,23,4,14,1024,1,7,1,0,0,0,0,1
6,66,22,0,0,0,0,7,0,,0,1,0,6,83,17,20,5,484,1,7,0,0,0,1,0,1
9,67,21,0,0,0,0,7,2,17,2,1,1,,,,2,,441,1,7,0,0,0,0,0,0
6,69,19,0,1,0,1,8,1,19,1,1,1,,,,4,,361,1,8,0,0,0,1,0,0
7,70,18,0,1,0,1,6,1,16,1,1,0,,,,6,,324,1,6,0,1,0,0,0,0
5,64,24,0,0,0,0,0,0,,0,1,0,1,86,21,10,0,576,1,0,0,0,0,1,1,1
6,61,27,0,1,0,1,4,5,17,5,1,1,10,86,25,4,7,729,1,4,1,0,0,1,0,1
6,70,18,1,1,1,0,7,0,,0,1,0,,,,3,,324,1,7,0,1,0,1,0,0
8,68,20,1,1,1,0,7,1,18,1,1,1,2,83,14,6,7,400,1,7,0,0,0,0,0,1
6,55,33,1,1,1,1,10,4,21,4,1,1,7,77,22,5,17,1089,1,10,0,1,0,1,0,1
10,58,30,1,1,1,0,17,2,17,2,1,1,3,87,28,4,16,900,1,17,0,1,0,0,0,1
12,58,30,1,1,1,1,8,2,17,2,1,1,1,78,19,6,15,900,1,8,1,0,0,0,0,1
8,65,23,0,1,0,0,7,1,19,1,1,1,,,,4,,529,1,7,0,0,1,0,0,0
2,51,37,1,1,1,1,12,4,24,4,1,1,11,76,25,4,12,1369,1,12,0,1,0,1,0,1
5,68,20,1,1,1,1,7,0,,0,1,1,,,,4,,400,1,7,0,1,0,1,0,0
9,59,29,1,1,1,0,14,3,17,3,1,1,7,75,15,4,16,841,1,14,0,1,0,0,0,1
12,63,25,1,0,0,0,7,1,16,1,1,1,,,,5,,625,1,7,0,0,0,0,0,0
11,57,31,1,1,1,0,19,1,26,1,1,1,12,82,25,1,19,961,1,19,0,0,0,0,0,1
1,56,32,1,0,1,0,15,2,28,2,1,1,7,81,25,3,19,1024,1,15,0,0,0,1,0,1
11,63,25,0,0,0,0,7,1,23,1,1,1,,,,4,,625,1,7,0,0,0,0,0,0
5,56,32,1,1,1,1,16,2,27,2,1,1,8,81,25,2,16,1024,1,16,0,0,0,1,0,1
5,70,18,0,1,0,0,6,0,,0,1,1,,,,4,,324,1,6,0,0,0,1,0,0
5,61,27,0,1,0,0,10,0,,0,1,1,4,84,22,3,12,729,1,10,0,1,0,1,0,1
6,63,25,0,0,0,0,0,1,16,0,1,0,4,82,18,5,0,625,1,0,0,0,0,1,1,1
8,68,20,0,0,0,0,10,1,20,1,1,1,,,,1,,400,1,10,0,0,0,0,0,0
6,68,20,0,1,0,0,7,2,17,2,1,1,2,88,19,4,6,400,1,7,0,0,0,1,0,1
9,53,35,0,1,0,0,0,3,18,3,1,1,,,,4,,1225,1,0,1,0,0,0,1,0
6,65,23,0,1,0,0,7,1,17,1,1,1,1,84,18,3,,529,1,7,1,0,0,1,0,1
7,64,24,0,1,0,0,12,0,,0,1,1,,,,3,,576,1,12,0,1,0,0,0,0
5,67,21,0,1,0,0,10,0,,0,1,0,,,,6,,441,1,10,0,1,0,1,0,0
8,56,32,0,0,1,0,7,5,16,4,1,1,1,81,24,2,10,1024,1,7,0,1,0,0,0,1
8,59,29,0,1,0,0,0,0,,0,1,0,,,,6,,841,1,0,0,0,0,0,1,0
10,59,29,0,1,0,0,7,1,19,1,1,1,,,,6,,841,1,7,0,0,0,0,0,0
5,65,23,0,0,0,0,10,0,,0,1,1,5,86,21,4,,529,1,10,0,0,0,1,0,1
11,61,27,0,1,0,1,5,2,20,2,1,1,9,86,24,6,7,729,1,5,1,0,0,0,0,1
6,56,32,0,0,0,0,7,3,19,3,1,0,,,,4,,1024,1,7,0,0,0,1,0,0
4,54,34,0,1,0,0,10,2,22,2,1,1,6,79,25,4,7,1156,1,10,0,1,0,1,0,1
2,70,18,0,1,0,0,7,0,,0,1,1,,,,4,,324,1,7,0,1,0,1,0,0
4,58,30,0,1,0,0,5,5,17,5,1,1,7,79,21,6,12,900,1,5,0,1,0,1,0,1
12,68,20,0,1,1,0,10,0,,0,1,1,,,,5,,400,1,10,0,1,0,0,0,0
7,69,19,0,1,1,0,7,1,16,1,1,1,,,,4,,361,1,7,0,1,0,0,0,0
9,71,17,0,1,0,1,7,0,,0,1,1,,,,5,,289,1,7,0,0,0,0,0,0
11,71,17,0,1,0,0,8,1,15,1,1,1,,,,4,,289,1,8,0,1,0,0,0,0
4,51,37,0,0,0,0,7,2,19,2,1,1,,,,4,,1369,1,7,1,0,0,1,0,0
11,67,21,0,1,0,0,7,0,,0,1,1,,,,4,,441,1,7,0,1,0,0,0,0
4,68,20,0,1,0,0,7,2,14,2,1,1,,,,8,,400,1,7,1,0,0,1,0,0
10,53,35,0,1,0,0,9,2,19,2,1,1,4,80,26,4,7,1225,1,9,1,0,0,0,0,1
10,72,16,0,1,0,0,9,0,,0,1,1,,,,2,,256,1,9,0,0,0,0,0,0
8,58,30,0,1,1,0,10,2,17,2,1,1,5,84,25,4,12,900,1,10,0,0,0,0,0,1
3,68,20,0,1,0,0,7,0,,0,1,1,,,,4,,400,1,7,0,1,0,1,0,0
12,64,24,0,1,0,0,12,0,,0,1,1,,,,4,,576,1,12,1,0,0,0,0,0
11,67,21,0,1,0,1,14,1,20,1,1,1,,,,3,,441,1,14,0,0,0,0,0,0
11,66,22,0,1,0,0,7,0,,0,1,1,,,,2,,484,1,7,1,0,0,0,0,0
1,62,26,0,0,0,0,5,4,19,4,1,1,10,84,22,4,,676,1,5,0,0,1,1,0,1
4,65,23,0,0,0,0,7,1,21,1,1,1,,,,6,,529,1,7,0,0,0,1,0,0
5,47,41,0,1,0,0,2,5,26,5,1,1,2,71,23,5,7,1681,1,2,0,0,0,1,0,1
6,57,31,0,0,0,0,7,3,18,3,1,1,,,,3,,961,1,7,0,1,0,1,0,0
10,56,32,0,0,0,0,7,3,21,2,1,0,,,,4,,1024,1,7,1,0,0,0,0,0
4,66,22,0,0,0,0,9,3,17,3,1,1,3,88,21,4,9,484,1,9,0,1,0,1,0,1
7,57,31,0,0,0,0,2,6,18,6,1,1,9,75,18,10,7,961,1,2,1,0,0,0,0,1
10,64,24,0,0,0,0,7,2,19,2,1,1,5,80,15,4,0,576,1,7,0,1,0,0,0,1
12,53,34,0,1,0,0,5,6,18,5,1,1,10,76,22,9,5,1156,1,5,1,0,0,0,0,1
4,64,24,0,1,0,0,9,1,20,1,1,0,1,85,20,4,0,576,1,9,0,0,1,1,0,1
12,60,27,0,1,0,0,4,2,16,2,1,1,,,,4,,729,1,4,0,0,1,0,0,0
8,66,22,0,1,0,0,7,1,18,1,1,1,,,,4,,484,1,7,0,0,0,0,0,0
5,68,20,0,1,0,0,7,1,18,1,1,1,,,,4,,400,1,7,0,0,0,1,0,0
2,61,27,0,1,0,0,10,1,27,1,1,1,9,82,21,4,7,729,1,10,1,0,0,1,0,1
1,46,42,0,1,0,0,2,1,19,1,1,0,1,66,20,4,8,1764,1,2,0,0,0,1,0,1
2,53,35,0,1,0,1,0,5,19,4,1,0,,,,5,,1225,1,0,0,1,0,1,1,0
2,57,31,0,1,0,0,12,3,20,3,1,1,2,74,17,4,10,961,1,12,1,0,0,1,0,1
10,71,17,0,1,0,0,9,0,,0,1,1,,,,1,,289,1,9,0,0,0,0,0,0
6,67,21,0,1,0,0,0,1,15,1,1,1,5,81,13,4,12,441,1,0,1,0,0,1,1,1
12,56,31,0,1,1,0,10,2,18,1,1,1,8,83,26,5,6,961,1,10,1,0,0,0,0,1
4,64,24,0,1,1,0,7,0,,0,1,0,,,,4,,576,1,7,0,0,0,1,0,0
9,62,26,0,1,0,1,7,3,17,3,1,1,,,,4,,676,1,7,0,0,0,0,0,0
5,64,24,0,1,0,1,7,2,21,2,1,1,,,,4,,576,1,7,1,0,0,1,0,0
11,58,30,0,0,0,0,0,1,23,0,1,0,4,87,28,6,0,900,1,0,0,0,0,0,1,1
7,54,34,1,1,1,0,7,4,21,3,1,1,5,75,20,4,1,1156,1,7,1,0,0,0,0,1
1,63,25,0,1,0,0,7,4,16,4,1,1,1,82,19,4,6,625,1,7,1,0,0,1,0,1
1,59,29,0,1,0,0,7,3,18,2,1,1,6,85,26,4,6,841,1,7,0,0,1,1,0,1
12,54,33,0,1,0,1,9,2,24,2,1,1,1,81,26,2,7,1089,1,9,0,1,0,0,0,1
12,46,41,0,0,0,0,4,6,18,6,1,1,9,68,21,4,9,1681,1,4,0,0,0,0,0,1
7,67,21,0,0,0,0,7,1,19,1,1,0,,,,2,,441,1,7,0,1,0,0,0,0
2,65,23,0,0,0,0,7,1,16,1,1,0,7,87,22,4,7,529,1,7,0,0,0,1,0,1
12,62,25,0,1,0,0,5,2,17,2,1,1,7,83,20,4,9,625,1,5,0,0,0,0,0,1
11,57,30,0,1,0,0,0,5,18,4,1,1,10,85,27,4,8,900,1,0,1,0,0,0,1,1
8,59,29,0,1,0,0,8,1,21,1,1,1,12,80,21,4,17,841,1,8,0,0,1,0,0,1
12,67,20,1,0,1,0,6,1,20,1,1,0,,,,4,,400,1,6,0,1,0,0,0,0
11,52,35,0,1,0,1,0,6,20,6,1,0,8,87,34,6,6,1225,1,0,0,0,0,0,1,1
6,62,26,0,1,0,1,8,3,16,3,1,1,9,86,24,4,7,676,1,8,1,0,0,1,0,1
6,59,29,0,1,0,0,10,5,20,5,1,1,,,,6,,841,1,10,1,0,0,1,0,0
3,62,26,0,0,0,0,7,2,18,2,1,1,2,88,25,6,10,676,1,7,1,0,0,1,0,1
7,62,26,0,1,0,0,7,0,,0,1,0,,,,3,,676,1,7,1,0,0,0,0,0
6,58,30,0,0,0,0,9,3,20,3,1,1,,,,4,,900,1,9,0,0,1,1,0,0
1,51,37,0,1,0,0,7,5,19,5,1,1,,,,5,,1369,1,7,0,0,1,1,0,0
2,58,30,0,0,0,1,8,5,12,5,1,0,7,80,22,6,12,900,1,8,0,0,1,1,0,1
5,69,19,0,0,0,0,10,0,,0,1,1,,,,2,,361,1,10,0,0,1,1,0,0
7,48,40,0,1,0,0,7,6,20,6,0,0,7,69,21,5,2,1600,1,7,0,1,0,0,0,1
2,71,17,0,1,0,0,10,0,,0,1,0,,,,4,,289,1,10,0,1,0,1,0,0
1,69,19,0,1,0,0,10,0,,0,1,0,,,,4,,361,1,10,0,0,0,1,0,0
7,48,40,0,1,0,0,7,1,21,1,1,1,7,70,22,4,7,1600,1,7,1,0,0,0,0,1
9,63,25,0,1,0,0,7,1,16,1,1,1,,,,4,,625,1,7,1,0,0,0,0,0
10,46,42,1,1,1,0,5,6,19,6,1,1,7,65,18,4,12,1764,1,5,0,1,0,0,0,1
11,63,24,0,1,0,0,10,2,18,2,1,1,,,,4,,576,1,10,0,0,1,0,0,0
11,69,18,0,1,0,0,6,0,,0,1,1,,,,3,,324,1,6,0,0,0,0,0,0
2,72,16,0,1,0,0,9,0,,0,1,1,,,,2,,256,1,9,0,0,0,1,0,0
3,62,26,0,0,0,0,8,3,19,3,1,1,8,82,20,4,10,676,1,8,1,0,0,1,0,1
9,57,31,0,1,0,0,10,0,,0,0,0,,,,7,,961,1,10,1,0,0,0,0,0
9,64,24,0,1,0,1,7,1,17,1,1,1,,,,3,,576,1,7,1,0,0,0,0,0
9,72,16,0,1,0,0,8,0,,0,1,0,,,,2,,256,1,8,0,0,1,0,0,0
7,62,26,0,1,0,0,7,1,17,1,1,0,,,,4,,676,1,7,0,0,0,0,0,0
9,55,33,0,1,0,0,6,4,14,4,1,0,1,85,29,7,7,1089,1,6,1,0,0,0,0,1
11,56,32,0,1,0,0,6,5,18,3,1,0,9,74,17,6,7,1024,1,6,1,0,0,0,0,1
11,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,1,7,1,0,0,0,0,0
9,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,1,7,1,0,0,0,0,0
7,49,39,0,1,0,0,3,2,15,2,1,0,7,73,24,4,9,1521,1,3,1,0,0,0,0,1
3,68,20,0,1,0,0,5,1,19,1,1,1,,,,3,,400,1,5,1,0,0,1,0,0
7,60,28,0,1,0,0,5,2,19,2,1,1,7,81,21,6,10,784,1,5,1,0,0,0,0,1
2,56,32,0,0,0,0,0,3,18,3,1,0,7,80,24,4,5,1024,1,0,0,0,0,1,1,1
2,54,34,0,0,0,0,0,7,19,5,1,1,9,72,18,6,2,1156,1,0,1,0,0,1,1,1
6,59,29,0,0,0,0,7,4,18,4,1,1,1,86,26,6,7,841,1,7,0,0,0,1,0,1
8,71,17,0,0,0,0,7,0,,0,1,0,,,,2,,289,1,7,1,0,0,0,0,0
3,73,15,0,0,0,0,7,0,,0,1,0,,,,5,,225,1,7,1,0,0,1,0,0
7,58,30,0,1,0,0,4,3,17,3,1,1,9,75,17,4,0,900,1,4,0,0,1,0,0,1
6,65,23,0,1,0,0,3,1,18,1,1,0,,,,2,,529,1,3,1,0,0,1,0,0
1,68,20,0,1,0,0,0,1,16,1,1,1,12,87,19,4,0,400,1,0,0,1,0,1,1,1
10,49,39,0,0,0,0,0,9,18,8,1,1,6,69,19,9,5,1521,1,0,1,0,0,0,1,1
2,55,33,0,0,0,0,0,1,23,1,1,0,3,82,27,6,7,1089,1,0,1,0,0,1,1,1
6,61,27,0,1,0,0,5,2,18,2,1,1,,,,6,,729,1,5,0,1,0,1,0,0
2,63,25,0,0,0,0,6,2,18,2,1,1,10,80,17,4,0,625,1,6,1,0,0,1,0,1
2,68,20,0,0,0,0,5,0,,0,1,0,2,86,18,10,0,400,1,5,1,0,0,1,0,1
2,68,20,0,1,0,1,7,0,,0,1,1,4,88,20,5,7,400,1,7,0,0,0,1,0,1
12,59,28,0,1,0,0,0,0,,0,1,1,9,87,27,4,,784,1,0,0,0,0,0,1,1
5,62,26,0,0,0,0,9,0,,0,1,1,5,83,21,6,10,676,1,9,0,1,0,1,0,1
3,58,30,0,1,0,0,10,2,21,2,1,1,,,,3,,900,1,10,0,0,1,1,0,0
12,67,20,0,1,0,0,8,2,16,2,1,1,8,83,15,2,0,400,1,8,1,0,0,0,0,1
12,57,30,0,0,0,0,8,4,19,3,1,1,4,87,29,2,0,900,1,8,0,0,0,0,0,1
6,50,38,0,0,0,0,2,8,20,8,1,1,3,70,19,8,0,1444,1,2,1,0,0,1,0,1
12,44,43,0,0,0,0,0,2,18,2,1,0,1,63,18,20,0,1849,1,0,0,1,0,0,1,1
12,61,26,0,0,0,0,0,2,18,2,1,1,,,,6,,676,1,0,0,0,0,0,1,0
11,64,24,0,1,0,1,0,2,18,2,1,1,4,84,19,6,0,576,1,0,0,0,0,0,1,1
12,60,27,0,1,0,0,10,2,17,2,1,1,,,,4,,729,1,10,0,0,1,0,0,0
1,58,30,0,0,0,0,0,3,20,3,1,1,4,82,24,6,,900,1,0,0,0,0,1,1,1
6,58,30,0,1,0,1,2,0,,0,1,0,1,84,25,6,7,900,1,2,1,0,0,1,0,1
9,66,22,0,1,0,0,7,1,17,0,1,0,8,80,13,6,7,484,1,7,1,0,0,0,0,1
4,56,32,0,1,0,0,5,4,19,4,1,1,6,84,28,6,2,1024,1,5,0,0,1,1,0,1
1,56,32,0,0,0,0,9,6,20,6,1,1,4,82,26,,0,1024,1,9,1,0,0,1,0,1
1,61,27,0,1,0,0,4,6,18,6,1,0,1,79,18,2,0,729,1,4,0,1,0,1,0,1
3,58,30,0,1,0,0,4,4,16,4,1,1,1,76,17,6,6,900,1,4,1,0,0,1,0,1
6,68,20,0,1,1,0,10,0,,0,1,0,1,88,19,4,7,400,1,10,1,0,0,1,0,1
1,47,41,0,1,0,0,0,9,21,6,1,1,4,69,22,4,0,1681,1,0,0,0,0,1,1,1
2,72,16,0,1,0,0,7,0,,0,0,0,,,,,,256,1,7,0,0,0,1,0,0
3,49,39,0,1,0,1,5,2,19,2,1,0,11,72,23,6,,1521,1,5,1,0,0,1,0,1
3,70,18,0,1,0,0,5,0,,0,1,0,,,,6,,324,1,5,0,0,0,1,0,0
9,56,32,0,1,1,0,7,3,22,3,1,1,12,76,20,6,11,1024,1,7,0,1,0,0,0,1
12,68,19,0,1,1,0,10,0,,0,1,0,,,,5,,361,1,10,0,1,0,0,0,0
8,66,22,0,1,0,1,7,0,,0,1,1,2,88,21,3,7,484,1,7,0,0,0,0,0,1
8,60,28,0,1,0,0,13,1,22,1,1,1,,,,3,,784,1,13,0,0,0,0,0,0
3,49,39,0,1,0,0,0,7,17,7,1,1,5,84,35,7,0,1521,1,0,1,0,0,1,1,1
7,72,16,0,1,0,0,5,1,13,1,1,1,,,,4,,256,1,5,1,0,0,0,0,0
10,65,23,0,1,0,0,0,1,22,1,1,0,6,88,22,4,0,529,1,0,1,0,0,0,1,1
3,68,20,0,1,0,1,7,0,,0,1,0,,,,4,,400,1,7,0,0,0,1,0,0
11,62,26,0,1,0,0,4,4,12,4,1,1,11,82,20,6,0,676,1,4,1,0,0,0,0,1
9,66,22,0,1,0,0,0,1,19,1,1,1,7,88,21,3,7,484,1,0,0,0,0,0,1,1
7,50,38,0,1,0,0,5,4,28,4,1,0,3,84,33,5,3,1444,1,5,0,1,0,0,0,1
9,63,25,0,1,0,1,10,1,20,1,1,1,,,,4,,625,1,10,0,0,1,0,0,0
11,58,29,0,1,0,0,14,3,21,1,1,0,11,78,20,6,16,841,1,14,1,0,0,0,0,1
11,72,15,0,1,0,0,8,0,,0,1,0,,,,5,,225,1,8,1,0,0,0,0,0
6,54,34,1,1,1,0,6,4,19,4,1,0,11,73,19,6,7,1156,1,6,0,0,0,1,0,1
3,66,22,1,1,1,1,12,0,,0,1,1,,,,5,,484,1,12,0,0,0,1,0,0
7,50,38,0,1,1,0,10,2,26,2,1,1,12,74,24,3,14,1444,1,10,0,0,0,0,0,1
6,72,16,0,1,1,0,8,0,,0,1,0,,,,6,,256,1,8,0,0,0,1,0,0
7,66,22,0,1,0,0,12,0,,0,1,1,,,,6,,484,1,12,0,1,0,0,0,0
9,56,32,0,1,0,0,7,3,20,2,1,1,,,,4,,1024,1,7,1,0,0,0,0,0
3,61,27,0,0,0,0,7,2,20,2,1,1,1,83,21,5,6,729,1,7,1,0,0,1,0,1
7,60,28,0,1,0,0,6,0,,0,1,0,3,84,23,,14,784,1,6,1,0,0,0,0,1
3,50,38,0,1,0,0,2,4,16,3,0,0,7,67,17,,0,1444,1,2,1,0,0,1,0,1
5,66,22,0,1,0,1,10,1,21,1,1,1,6,86,20,4,10,484,1,10,1,0,0,1,0,1
10,56,32,0,1,0,0,3,6,18,5,1,1,6,75,18,6,6,1024,1,3,0,1,0,0,0,1
12,63,24,0,0,0,0,0,3,18,3,1,1,9,83,19,2,7,576,1,0,0,0,0,0,1,1
8,64,24,0,0,0,0,0,1,16,1,1,0,11,80,16,4,7,576,1,0,0,0,0,0,1,1
8,70,18,0,0,0,0,7,0,,0,1,0,,,,4,,324,1,7,0,0,0,0,0,0
3,52,36,0,0,0,0,6,7,17,7,1,1,,,,7,,1296,1,6,1,0,0,1,0,0
1,66,22,0,1,0,0,7,1,21,1,1,0,,,,3,,484,1,7,1,0,0,1,0,0
10,59,29,0,1,0,0,0,1,20,1,1,0,,,,,,841,1,0,0,0,0,0,1,0
7,58,30,0,0,0,0,12,0,,0,1,0,,,,4,,900,1,12,1,0,0,0,0,0
1,68,20,0,0,0,0,7,2,17,2,1,1,,,,2,,400,1,7,0,0,0,1,0,0
8,62,26,0,1,0,0,10,1,19,1,1,1,,,,2,,676,1,10,1,0,0,0,0,0
1,64,24,0,1,0,0,7,1,21,1,1,1,11,85,21,6,7,576,1,7,0,0,0,1,0,1
4,70,18,0,0,0,0,7,0,,0,1,0,,,,4,,324,1,7,0,0,0,1,0,0
2,62,26,0,1,0,0,7,2,23,2,1,1,,,,4,,676,1,7,0,1,0,1,0,0
2,69,19,0,1,0,0,10,0,,0,1,0,,,,4,,361,1,10,0,0,0,1,0,0
12,43,44,1,1,1,0,8,5,23,5,1,1,,,,5,,1936,1,8,0,0,0,0,0,0
2,58,30,0,1,0,0,13,3,18,3,1,1,9,79,21,3,6,900,1,13,0,1,0,1,0,1
10,60,28,0,1,0,0,12,2,20,2,1,1,,,,4,,784,1,12,1,0,0,0,0,0
6,58,30,0,1,0,0,9,4,20,4,1,1,7,79,21,10,14,900,1,9,0,1,0,1,0,1
3,69,19,0,1,0,0,9,0,,0,1,0,,,,4,,361,1,9,0,1,0,1,0,0
8,63,25,0,1,0,0,0,3,19,3,1,1,1,85,21,,0,625,1,0,1,0,0,0,1,1
4,66,22,0,1,0,0,0,0,,0,1,0,,,,10,,484,1,0,1,0,0,1,1,0
8,42,46,0,0,0,0,0,6,17,6,1,0,7,67,24,6,0,2116,1,0,0,1,0,0,1,1
10,53,35,0,1,0,1,0,2,26,2,1,1,6,80,26,4,6,1225,1,0,0,0,0,0,1,1
8,67,21,0,1,0,0,7,2,17,2,1,1,,,,6,,441,1,7,0,1,0,0,0,0
9,64,24,0,1,0,0,17,0,,0,1,1,,,,1,,576,1,17,0,1,0,0,0,0
6,70,18,0,1,0,0,8,1,16,1,1,0,,,,2,,324,1,8,0,0,0,1,0,0
8,59,29,0,1,0,1,4,4,19,4,1,0,3,79,19,6,7,841,1,4,0,1,0,0,0,1
2,63,25,0,1,0,0,12,1,24,1,1,1,,,,6,,625,1,12,0,1,0,1,0,0
7,62,26,0,1,1,1,10,3,16,3,1,1,7,77,15,3,10,676,1,10,0,0,0,0,0,1
2,60,28,0,1,0,0,10,2,19,2,1,1,6,79,19,5,10,784,1,10,0,1,0,1,0,1
4,72,16,0,1,0,1,7,0,,0,1,0,,,,6,,256,1,7,1,0,0,1,0,0
3,47,41,0,1,0,0,4,8,20,7,1,1,8,72,25,8,0,1681,1,4,0,0,0,1,0,1
3,69,19,0,1,0,0,7,1,19,1,1,0,,,,4,,361,1,7,1,0,0,1,0,0
6,59,29,0,0,0,0,0,4,15,4,1,0,10,75,16,5,0,841,1,0,0,1,0,1,1,1
3,51,37,0,1,0,0,10,5,18,5,1,0,12,70,19,5,7,1369,1,10,1,0,0,1,0,1
