husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
36,0,700,14,0,0,40,0,680.0,33,0,14,0,0,67500.0,16,13,1,36,169,32.13999938964844,1,18.88888931274414,2.9385738372802734
21,0,200,11,0,1,42,0,0.0,19,0,5,1,,27500.0,4,8,1,0,64,27.5,0,,
44,0,615,12,0,0,60,0,0.0,37,0,12,0,,45000.0,26,19,0,0,361,45.0,0,,
50,0,300,12,0,0,45,0,300.0,51,0,12,0,0,32500.0,32,33,0,40,1089,16.899999618530273,1,7.5,2.0149030685424805
46,,0,12,0,0,50,0,0.0,49,0,13,0,,27500.0,28,30,0,0,900,27.5,0,,
44,0,700,12,0,0,60,0,0.0,44,0,12,0,,55000.0,26,26,0,0,676,55.0,0,,
58,0,150,12,0,0,30,0,500.0,55,0,12,0,0,45000.0,40,37,0,0,1369,19.0,0,,
64,0,1200,6,0,0,50,0,0.0,58,0,12,0,,45000.0,52,40,0,0,1600,45.0,0,,
43,,0,16,0,0,50,1,192.0,40,0,16,0,0,0.0,21,18,0,30,324,0.0,1,6.400000095367432,1.8562979698181152
56,1,800,3,0,1,40,0,0.0,57,0,6,1,,37500.0,47,45,0,0,2025,37.5,0,,
47,,0,12,0,0,44,0,95.0,44,0,12,0,0,32500.0,29,26,0,18,676,27.559999465942383,1,5.277777671813965,1.6635050773620605
44,1,680,14,0,0,40,1,0.0,43,0,13,0,,37500.0,24,24,0,0,576,37.5,0,,
36,,0,16,0,0,40,0,600.0,31,0,16,0,0,37500.0,14,9,1,40,81,6.300000190734863,1,15.0,2.70805025100708
56,0,900,16,0,0,40,0,0.0,50,0,17,0,,112500.0,34,27,0,0,729,112.5,0,,
35,0,550,16,0,0,40,0,300.0,34,0,16,0,0,27500.0,13,12,1,30,144,11.899999618530273,1,10.0,2.3025851249694824
42,1,529,18,0,0,40,0,323.0,32,0,14,0,0,37500.0,18,12,1,40,144,20.70400047302246,1,8.074999809265137,2.088772773742676
32,,0,10,0,0,36,0,0.0,31,0,11,0,,13750.0,16,14,1,0,196,13.75,0,,
35,0,480,13,0,1,40,0,351.0,35,0,14,1,0,3000.0,16,15,1,30,225,0.0,1,11.699999809265137,2.4595887660980225
30,,0,16,0,0,70,0,400.0,29,0,12,0,0,3000.0,8,11,1,16,121,0.0,1,25.0,3.2188758850097656
34,0,300,14,0,0,40,0,0.0,36,0,14,0,,0.0,14,16,1,0,256,0.0,0,,
41,1,750,17,1,0,55,0,770.0,42,1,17,0,1,67500.0,18,19,1,50,361,27.459999084472656,1,15.399999618530273,2.7343673706054688
59,,0,12,0,0,0,0,0.0,53,0,12,0,,11500.0,41,35,0,0,1225,11.5,0,,
25,0,180,9,0,0,56,0,0.0,24,0,9,0,,6250.0,10,9,1,0,81,6.25,0,,
41,0,340,13,0,0,40,1,233.0,41,0,12,0,0,27500.0,22,23,0,40,529,15.383999824523926,1,5.824999809265137,1.762158989906311
63,0,100,12,0,0,20,0,0.0,57,0,9,0,,22500.0,45,42,0,0,1764,22.5,0,,
40,0,567,14,0,0,52,1,0.0,32,0,11,0,,55000.0,20,15,0,0,225,55.0,0,,
57,0,600,14,1,0,40,0,450.0,50,1,12,0,0,22500.0,37,32,0,40,1024,0.0,1,11.25,2.420368194580078
36,0,923,13,0,0,0,0,969.0,35,0,16,0,0,67500.0,17,13,0,50,169,17.11199951171875,1,19.3799991607666,2.9642415046691895
46,0,320,10,0,0,40,1,0.0,45,0,12,0,,27500.0,30,27,0,0,729,27.5,0,,
30,0,380,12,0,0,8,1,385.0,35,0,12,0,0,27500.0,12,17,0,40,289,7.480000019073486,1,9.625,2.2643637657165527
32,1,324,14,0,0,40,1,113.0,34,0,14,0,0,13750.0,12,14,0,25,196,7.874000072479248,1,4.519999980926514,1.508512020111084
34,,0,12,1,0,0,1,640.0,31,1,14,0,0,32500.0,16,11,0,40,121,0.0,1,16.0,2.7725887298583984
57,0,420,14,0,0,40,0,0.0,57,0,14,0,,22500.0,37,37,0,0,1369,22.5,0,,
28,0,500,14,0,0,40,0,400.0,25,0,16,1,0,17500.0,8,3,0,40,9,0.0,1,10.0,2.3025851249694824
43,1,700,12,1,0,40,1,450.0,41,1,12,0,0,3000.0,25,23,0,45,529,0.0,1,10.0,2.3025851249694824
27,,0,9,0,0,60,0,250.0,35,0,12,0,0,32500.0,12,17,1,40,289,19.5,1,6.25,1.8325815200805664
38,0,444,12,0,0,40,1,450.0,35,0,12,0,0,67500.0,20,17,0,0,289,44.099998474121094,0,,
59,0,550,13,0,0,49,0,760.0,57,0,18,0,0,67500.0,40,33,0,50,1089,27.979999542236328,1,15.199999809265137,2.7212953567504883
31,0,380,13,0,0,40,1,0.0,31,0,12,0,,22500.0,12,13,0,0,169,22.5,0,,
33,0,1200,16,0,0,0,0,400.0,36,0,16,0,0,112500.0,11,14,1,0,196,91.69999694824219,0,,
29,0,375,16,0,0,40,0,310.0,28,0,16,0,0,45000.0,7,6,0,40,36,28.8799991607666,1,7.75,2.0476927757263184
63,,0,18,0,0,0,0,0.0,59,0,14,0,,11500.0,39,39,0,0,1521,11.5,0,,
31,,0,12,0,0,40,1,0.0,30,0,12,0,,67500.0,13,12,0,0,144,67.5,0,,
30,0,962,18,0,0,40,0,480.0,29,0,16,0,0,67500.0,6,7,0,50,49,42.540000915527344,1,9.600000381469727,2.261763095855713
45,0,600,16,0,0,50,0,600.0,43,0,18,0,1,67500.0,23,19,0,40,361,36.29999923706055,1,15.0,2.70805025100708
46,0,759,14,0,0,45,1,0.0,42,0,16,0,,67500.0,26,20,0,0,400,67.5,0,,
28,0,440,12,0,0,50,0,0.0,27,0,13,0,,17500.0,10,8,1,0,64,17.5,0,,
35,0,1500,14,0,0,40,0,0.0,34,0,16,0,,112500.0,15,12,1,0,144,112.5,0,,
27,0,750,16,0,0,38,0,450.0,27,0,16,0,0,67500.0,5,5,0,40,25,44.099998474121094,1,11.25,2.420368194580078
57,0,1923,16,0,0,60,0,1000.0,56,0,16,0,0,112500.0,35,34,0,50,1156,60.5,1,20.0,2.995732307434082
34,0,970,16,0,0,50,0,500.0,32,0,15,0,0,112500.0,12,11,1,18,121,86.5,1,27.77777862548828,3.3242363929748535
26,1,400,12,0,0,50,0,320.0,24,0,12,0,0,32500.0,8,6,0,40,36,15.859999656677246,1,8.0,2.079441547393799
54,,0,18,0,0,50,0,0.0,50,0,13,0,,112500.0,30,31,0,0,961,112.5,0,,
46,0,736,11,0,0,52,1,196.0,42,0,12,0,0,32500.0,29,24,0,30,576,22.308000564575195,1,6.5333333015441895,1.8769172430038452
62,,0,14,0,0,60,0,731.0,42,0,13,0,0,0.0,42,23,0,0,529,0.0,0,,
53,0,900,16,0,0,40,0,0.0,51,0,12,0,,112500.0,31,33,0,0,1089,112.5,0,,
42,0,1923,18,0,0,40,1,0.0,43,0,18,0,,112500.0,18,19,0,0,361,112.5,0,,
29,0,846,16,0,0,40,0,0.0,25,0,16,0,,45000.0,7,3,0,0,9,45.0,0,,
46,0,600,12,0,0,40,0,0.0,47,0,12,0,,27500.0,28,29,0,0,841,27.5,0,,
36,,0,12,0,0,40,0,400.0,36,0,12,0,0,27500.0,18,18,1,35,324,6.699999809265137,1,11.428571701049805,2.4361164569854736
27,0,445,12,0,0,40,0,0.0,21,0,12,0,,22500.0,9,3,1,0,9,22.5,0,,
44,0,900,16,0,0,32,0,150.0,39,0,16,0,0,3000.0,22,17,0,40,289,0.0,1,3.75,1.3217558860778809
45,,0,12,0,0,50,0,195.0,44,0,13,0,0,112500.0,27,25,0,0,625,102.36000061035156,0,,
41,,0,15,0,1,60,0,0.0,31,0,16,1,,27500.0,20,9,0,0,81,27.5,0,,
30,0,360,14,0,0,40,0,512.0,29,0,16,0,1,45000.0,10,7,1,32,49,18.375999450683594,1,16.0,2.7725887298583984
41,0,750,13,0,0,55,1,275.0,38,0,13,0,0,45000.0,22,19,0,40,361,30.700000762939453,1,6.875,1.9278916120529175
32,0,456,12,0,0,54,0,118.0,30,0,12,0,0,32500.0,14,12,1,15,144,26.36400032043457,1,7.866666793823242,2.0626344680786133
45,0,1000,16,0,0,40,0,0.0,44,0,12,0,,55000.0,23,26,0,0,676,55.0,0,,
57,1,480,16,0,0,40,0,240.0,36,0,12,0,1,112500.0,35,18,0,40,324,100.0199966430664,1,6.0,1.7917594909667969
50,0,1155,18,0,0,45,0,0.0,50,0,16,0,,67500.0,26,28,0,0,784,67.5,0,,
47,0,500,13,0,0,40,1,168.0,46,0,14,0,0,45000.0,28,26,0,24,676,36.263999938964844,1,7.0,1.945910096168518
48,,0,12,0,0,50,0,281.0,46,0,12,0,0,45000.0,30,28,0,40,784,30.38800048828125,1,7.025000095367432,1.9494752883911133
35,0,900,13,0,0,40,1,105.0,39,0,12,0,0,55000.0,16,21,0,20,441,49.540000915527344,1,5.25,1.6582280397415161
39,0,1200,16,0,0,40,1,400.0,34,0,15,0,0,3000.0,17,13,0,40,169,0.0,1,10.0,2.3025851249694824
35,,0,12,0,0,0,0,406.0,42,0,15,0,1,0.0,17,21,0,35,441,0.0,1,11.600000381469727,2.451005220413208
41,0,1100,14,0,0,40,1,287.0,40,0,14,0,0,55000.0,21,20,0,35,400,40.07600021362305,1,8.199999809265137,2.1041340827941895
57,1,500,18,0,0,48,0,750.0,53,0,14,0,0,3000.0,33,33,0,60,1089,0.0,1,12.5,2.525728702545166
42,1,664,13,0,0,16,0,355.0,43,0,12,0,0,55000.0,23,25,0,40,625,36.540000915527344,1,8.875,2.1832382678985596
47,1,640,12,0,0,20,1,0.0,45,0,12,0,,32500.0,29,27,0,0,729,32.5,0,,
61,0,550,13,0,0,40,0,400.0,59,0,14,0,0,0.0,42,39,0,40,1521,0.0,1,10.0,2.3025851249694824
25,0,320,13,0,0,40,0,404.0,25,0,14,0,0,67500.0,6,5,1,40,25,46.492000579833984,1,10.100000381469727,2.312535524368286
45,1,1923,17,0,0,72,0,0.0,40,0,16,0,,3000.0,22,18,1,0,324,3.0,0,,
58,,0,12,0,0,0,0,0.0,56,0,13,0,,67500.0,40,37,0,0,1369,67.5,0,,
42,,0,16,0,0,35,0,750.0,37,0,18,0,1,3000.0,20,13,1,40,169,0.0,1,18.75,2.9311938285827637
31,0,800,16,0,0,43,0,0.0,29,0,12,0,,27500.0,9,11,1,0,121,27.5,0,,
41,,0,18,0,0,50,1,38.0,42,0,15,0,0,112500.0,17,21,0,16,441,110.52400207519531,1,2.375,0.8649974465370178
33,0,280,14,0,0,40,0,500.0,32,0,17,0,1,45000.0,13,9,0,40,81,19.0,1,12.5,2.525728702545166
58,0,1923,12,0,0,40,0,600.0,55,0,12,0,0,0.0,40,37,0,40,1369,0.0,1,15.0,2.70805025100708
34,,0,16,0,0,32,1,0.0,33,0,16,0,,112500.0,12,11,0,0,121,112.5,0,,
43,,0,14,0,0,0,1,150.0,41,0,13,0,0,22500.0,23,22,0,0,484,14.699999809265137,0,,
48,1,440,12,0,1,48,1,40.0,48,0,12,1,0,27500.0,30,30,0,50,900,25.420000076293945,1,0.800000011920929,-0.2231435328722
59,,0,8,0,0,0,1,173.0,53,0,12,0,0,8750.0,45,35,0,20,1225,0.0,1,8.649999618530273,2.157559394836426
26,0,200,6,0,1,60,0,0.0,25,0,12,0,,13750.0,14,7,1,0,49,13.75,0,,
30,,0,12,1,0,0,0,235.0,26,1,14,0,1,27500.0,12,6,1,35,36,15.279999732971191,1,6.714285850524902,1.9042375087738037
39,0,540,16,0,0,40,0,540.0,36,0,16,0,0,3000.0,17,14,1,40,196,0.0,1,13.5,2.602689743041992
52,0,1300,16,0,0,40,0,462.0,50,0,16,0,1,112500.0,30,28,0,45,784,88.47599792480469,1,10.266666412353516,2.32890248298645
43,0,450,13,0,0,35,0,425.0,42,0,12,0,0,112500.0,24,24,0,35,576,90.4000015258789,1,12.142857551574707,2.4967410564422607
45,1,611,12,0,0,40,0,608.0,40,0,15,0,1,55000.0,27,19,0,40,361,23.384000778198242,1,15.199999809265137,2.7212953567504883
40,1,750,18,0,0,60,0,415.0,37,0,15,0,0,112500.0,16,16,0,72,256,90.91999816894531,1,5.763888835906982,1.7516124248504639
37,,0,16,0,0,40,0,800.0,35,0,15,0,1,67500.0,15,14,1,18,196,25.899999618530273,1,44.44444274902344,3.7942399978637695
34,0,512,12,0,1,50,0,308.0,27,0,12,1,0,55000.0,16,9,1,40,81,38.98400115966797,1,7.699999809265137,2.041220188140869
57,0,750,12,0,0,52,0,350.0,52,0,12,0,0,3000.0,39,34,0,35,1156,0.0,1,10.0,2.3025851249694824
41,1,727,14,0,0,40,0,727.0,42,0,12,0,1,112500.0,21,24,1,40,576,74.69599914550781,1,18.174999237060547,2.9000470638275146
26,0,470,12,1,0,40,0,500.0,25,1,12,0,0,27500.0,8,7,0,40,49,1.5,1,12.5,2.525728702545166
33,0,865,16,0,0,40,0,150.0,29,0,12,0,0,45000.0,11,11,1,40,121,37.20000076293945,1,3.75,1.3217558860778809
31,0,395,14,0,0,37,0,0.0,31,0,16,0,,13750.0,11,9,1,0,81,13.75,0,,
46,0,480,16,0,0,60,1,340.0,44,0,17,0,0,27500.0,24,21,0,40,441,9.819999694824219,1,8.5,2.140066146850586
52,0,500,12,0,0,48,0,0.0,52,0,9,0,,27500.0,34,37,0,0,1369,27.5,0,,
30,0,950,14,0,0,52,0,333.0,30,0,14,0,0,55000.0,10,10,0,40,100,37.683998107910156,1,8.324999809265137,2.119262933731079
27,0,800,14,0,0,40,0,0.0,32,0,12,0,,45000.0,7,14,1,0,196,45.0,0,,
42,0,200,8,1,0,40,0,0.0,36,1,12,0,,8750.0,28,18,1,0,324,8.75,0,,
41,,0,12,0,0,99,1,215.0,39,0,13,0,0,67500.0,23,20,0,35,400,56.31999969482422,1,6.142857074737549,1.8152899742126465
34,,0,10,0,1,0,0,0.0,24,0,8,1,,11500.0,18,10,1,0,100,11.5,0,,
47,0,907,14,0,0,40,1,160.0,47,0,12,0,1,55000.0,27,29,0,20,841,46.68000030517578,1,8.0,2.079441547393799
42,0,660,16,0,0,40,0,375.0,40,0,16,0,0,45000.0,20,18,1,40,324,25.5,1,9.375,2.238046646118164
24,0,280,9,0,0,42,0,400.0,23,0,12,0,0,37500.0,9,5,1,45,25,16.700000762939453,1,8.88888931274414,2.1848020553588867
21,0,600,13,0,0,56,1,300.0,33,0,12,0,0,55000.0,2,15,0,40,225,39.400001525878906,1,7.5,2.0149030685424805
46,0,675,14,0,0,40,0,110.0,44,0,12,0,0,37500.0,26,26,0,0,676,31.780000686645508,0,,
21,0,327,12,0,0,38,0,0.0,21,0,13,0,,27500.0,3,2,0,0,4,27.5,0,,
60,0,287,17,0,0,40,0,0.0,50,0,12,0,,17500.0,37,32,0,0,1024,17.5,0,,
53,,0,12,0,0,40,0,38.0,51,0,11,0,0,67500.0,35,34,0,35,1156,65.52400207519531,1,1.085714340209961,0.08223814517259598
46,,0,14,0,0,0,1,0.0,45,0,12,0,,45000.0,26,27,0,0,729,45.0,0,,
41,0,400,12,0,0,45,1,350.0,44,0,16,0,0,32500.0,23,22,0,45,484,14.300000190734863,1,7.777777671813965,2.0512707233428955
29,0,220,6,0,1,40,0,0.0,22,0,12,1,,13750.0,17,4,1,0,16,13.75,0,,
26,,0,8,0,1,0,0,140.0,25,0,9,1,0,6250.0,12,10,1,30,100,0.0,1,4.666666507720947,1.5404449701309204
42,0,1200,14,0,0,50,0,0.0,33,0,17,0,,112500.0,22,10,1,0,100,112.5,0,,
41,0,240,12,0,0,48,1,550.0,38,0,12,0,0,32500.0,23,20,0,45,400,3.9000000953674316,1,12.222222328186035,2.503255844116211
47,0,1200,14,0,0,40,0,450.0,46,0,12,0,0,3000.0,27,28,0,35,784,0.0,1,12.857142448425293,2.5538995265960693
59,,0,16,0,0,0,0,0.0,57,0,12,0,,13750.0,37,39,0,0,1521,13.75,0,,
47,0,288,8,0,0,40,0,0.0,47,0,12,0,,17500.0,33,29,0,0,841,17.5,0,,
57,0,250,12,0,0,50,0,0.0,51,0,12,0,,45000.0,39,33,0,0,1089,45.0,0,,
41,0,675,13,0,0,55,1,276.0,42,0,13,0,0,55000.0,22,23,0,40,529,40.64799880981445,1,6.900000095367432,1.9315214157104492
44,0,420,12,0,0,52,1,345.0,43,0,13,0,0,45000.0,26,24,0,30,576,27.059999465942383,1,11.5,2.4423470497131348
58,,0,12,0,0,0,0,231.0,55,0,12,0,0,22500.0,40,37,0,40,1369,10.48799991607666,1,5.775000095367432,1.7535382509231567
64,0,200,8,0,0,40,0,0.0,46,0,7,0,,11500.0,50,33,0,0,1089,11.5,0,,
60,0,630,16,0,0,40,0,0.0,59,0,1,0,,55000.0,38,52,0,0,2704,55.0,0,,
29,0,350,17,0,0,40,0,497.0,29,0,14,0,0,45000.0,6,9,1,36,81,19.1560001373291,1,13.80555534362793,2.6250710487365723
42,0,250,9,0,0,36,1,0.0,45,0,9,0,,17500.0,27,30,0,0,900,17.5,0,,
44,1,1500,18,0,0,40,0,0.0,45,0,14,0,,67500.0,20,25,0,0,625,67.5,0,,
46,,0,16,0,0,30,0,140.0,44,0,12,0,0,112500.0,24,26,0,12,676,105.22000122070312,1,11.666666984558105,2.456735849380493
34,,0,12,0,0,70,0,0.0,29,0,14,0,,11500.0,16,9,1,0,81,11.5,0,,
29,0,375,16,0,0,35,0,200.0,29,0,16,0,0,0.0,7,7,0,40,49,0.0,1,5.0,1.6094379425048828
29,,0,14,0,0,50,0,0.0,30,0,12,0,,13750.0,9,12,1,0,144,13.75,0,,
41,,0,10,0,0,0,0,0.0,30,0,11,0,,17500.0,25,13,1,0,169,17.5,0,,
39,,0,16,0,0,40,1,412.0,40,0,12,0,0,37500.0,17,22,0,0,484,16.076000213623047,0,,
40,0,625,18,0,0,35,1,165.0,37,0,12,0,0,32500.0,16,19,0,25,361,23.920000076293945,1,6.599999904632568,1.887069582939148
55,0,450,12,0,0,40,1,314.0,41,0,12,0,0,55000.0,37,23,0,40,529,38.672000885009766,1,7.849999904632568,2.060513496398926
52,0,400,13,0,0,0,0,0.0,52,0,11,0,,22500.0,33,35,0,0,1225,22.5,0,,
36,1,705,16,0,0,45,0,0.0,33,0,16,0,,45000.0,14,11,1,0,121,45.0,0,,
43,1,260,13,0,0,40,1,300.0,44,0,14,0,1,27500.0,24,24,0,40,576,11.899999618530273,1,7.5,2.0149030685424805
50,0,280,7,0,1,40,1,0.0,34,0,12,1,,13750.0,37,16,0,0,256,13.75,0,,
28,0,800,14,0,0,55,0,68.0,31,0,13,1,0,17500.0,8,12,0,30,144,13.96399974822998,1,2.2666666507720947,0.8183103203773499
37,0,635,18,0,0,32,0,615.0,28,0,18,0,0,55000.0,13,4,1,40,16,23.020000457763672,1,15.375,2.7327427864074707
33,1,500,12,0,0,40,0,0.0,26,0,10,0,,17500.0,15,10,1,0,100,17.5,0,,
29,0,756,16,0,0,43,0,654.0,30,0,16,0,0,67500.0,7,8,0,40,64,33.492000579833984,1,16.350000381469727,2.7942278385162354
42,0,641,12,0,0,45,0,600.0,44,0,18,0,0,6250.0,24,20,1,15,400,0.0,1,40.0,3.6888794898986816
29,0,233,11,0,0,40,0,0.0,25,0,11,0,,27500.0,12,8,1,0,64,27.5,0,,
46,,0,13,0,0,40,1,270.0,45,0,12,0,0,112500.0,27,27,0,35,729,98.45999908447266,1,7.714285850524902,2.043073892593384
43,1,413,14,0,0,40,1,260.0,42,0,12,0,0,37500.0,23,24,0,40,576,23.979999542236328,1,6.5,1.8718022108078003
27,,0,12,0,0,30,0,186.0,28,0,13,0,0,27500.0,9,9,0,40,81,17.827999114990234,1,4.650000095367432,1.5368672609329224
55,0,650,18,0,0,40,0,0.0,50,0,16,0,,55000.0,31,28,0,0,784,55.0,0,,
59,,0,6,0,0,0,0,0.0,58,0,12,0,,27500.0,47,40,0,0,1600,27.5,0,,
37,0,540,12,0,0,38,1,140.0,28,0,10,0,0,0.0,19,12,0,40,144,0.0,1,3.5,1.2527629137039185
51,0,240,12,0,0,40,0,430.0,48,0,12,0,0,13750.0,33,30,0,35,900,0.0,1,12.285714149475098,2.508437156677246
27,0,225,12,1,0,40,0,357.0,29,1,12,0,0,37500.0,9,11,1,40,121,18.93600082397461,1,8.925000190734863,2.188856363296509
65,0,210,14,0,0,40,0,0.0,58,0,11,0,,0.0,45,41,0,0,1681,0.0,0,,
22,0,320,12,0,0,40,0,40.0,21,0,13,0,0,17500.0,4,2,0,8,4,15.420000076293945,1,5.0,1.6094379425048828
37,1,400,10,0,0,40,1,341.0,33,0,8,0,0,55000.0,21,19,0,0,361,37.268001556396484,0,,
24,0,310,12,0,0,32,0,900.0,57,0,12,0,0,17500.0,6,39,1,40,1521,0.0,1,22.5,3.1135153770446777
60,0,800,12,0,0,40,0,0.0,21,0,12,0,,0.0,42,3,0,0,9,0.0,0,,
28,0,190,6,0,1,40,0,200.0,25,0,9,1,1,6250.0,16,10,1,40,100,0.0,1,5.0,1.6094379425048828
42,0,500,18,0,0,40,1,400.0,28,0,18,0,0,32500.0,18,4,0,40,16,11.699999809265137,1,10.0,2.3025851249694824
39,,0,16,0,0,40,0,0.0,37,0,14,0,,3000.0,17,17,1,0,289,3.0,0,,
44,1,635,12,0,0,53,1,0.0,42,0,12,0,,37500.0,26,24,0,0,576,37.5,0,,
45,1,780,12,0,0,40,1,435.0,42,0,12,0,0,37500.0,27,24,0,40,576,14.880000114440918,1,10.875,2.3864665031433105
32,0,650,13,0,0,62,0,0.0,29,0,12,0,,27500.0,13,11,1,0,121,27.5,0,,
37,0,405,12,0,0,50,1,0.0,34,0,11,0,,3000.0,19,17,0,0,289,3.0,0,,
52,0,630,12,0,0,55,0,580.0,53,0,12,0,0,45000.0,34,35,0,55,1225,14.84000015258789,1,10.545454978942871,2.3556950092315674
46,,0,12,0,0,0,0,423.0,45,0,12,0,1,32500.0,28,27,0,40,729,10.503999710083008,1,10.574999809265137,2.358492612838745
40,0,385,12,0,0,58,1,433.0,37,0,12,0,1,45000.0,22,19,0,40,361,22.483999252319336,1,10.824999809265137,2.3818583488464355
49,1,460,12,0,0,40,0,280.0,45,0,12,0,1,27500.0,31,27,0,40,729,12.9399995803833,1,7.0,1.945910096168518
55,0,657,12,0,1,40,0,0.0,50,0,7,1,,55000.0,37,37,0,0,1369,55.0,0,,
52,0,615,14,0,0,50,1,28.0,43,0,12,0,0,37500.0,32,25,0,5,625,36.04399871826172,1,5.599999904632568,1.722766637802124
32,0,400,12,0,0,60,0,360.0,30,0,12,0,0,45000.0,14,12,1,40,144,26.280000686645508,1,9.0,2.1972246170043945
57,1,875,12,0,0,45,0,442.0,49,0,12,0,0,55000.0,39,31,0,40,961,32.01599884033203,1,11.050000190734863,2.402430534362793
31,0,425,12,0,0,50,0,150.0,24,0,10,0,0,32500.0,13,8,1,30,64,24.700000762939453,1,5.0,1.6094379425048828
54,0,260,12,0,0,43,0,0.0,38,0,14,0,,17500.0,36,18,0,0,324,17.5,0,,
33,,0,12,0,0,0,0,0.0,30,0,11,0,,11500.0,15,13,0,0,169,11.5,0,,
63,,0,7,0,0,0,0,0.0,56,0,7,0,,11500.0,50,43,0,0,1849,11.5,0,,
58,0,300,12,0,0,49,0,90.0,58,0,12,0,1,27500.0,40,40,0,15,1600,22.81999969482422,1,6.0,1.7917594909667969
33,0,500,12,0,1,40,0,54.0,37,0,13,0,0,27500.0,15,18,1,12,324,24.691999435424805,1,4.5,1.504077434539795
43,0,300,9,0,0,40,0,0.0,44,0,8,0,,55000.0,28,30,0,0,900,55.0,0,,
29,0,350,18,0,0,40,0,0.0,28,0,13,0,,22500.0,5,9,1,0,81,22.5,0,,
55,0,660,12,0,0,40,0,600.0,45,0,12,0,0,55000.0,37,27,0,24,729,23.799999237060547,1,25.0,3.2188758850097656
59,0,625,12,0,0,45,0,398.0,56,0,12,0,1,45000.0,41,38,0,40,1444,24.304000854492188,1,9.949999809265137,2.297572612762451
68,,0,12,0,0,0,0,150.0,58,0,12,0,1,37500.0,50,40,0,25,1600,29.700000762939453,1,6.0,1.7917594909667969
55,,0,12,0,0,55,0,160.0,56,0,12,0,0,17500.0,37,38,0,40,1444,9.180000305175781,1,4.0,1.3862943649291992
39,,0,12,0,0,0,0,271.0,38,0,7,1,1,32500.0,21,25,1,40,625,18.408000946044922,1,6.775000095367432,1.9132393598556519
28,0,300,12,0,0,40,0,180.0,29,0,12,0,0,45000.0,10,11,1,20,121,35.63999938964844,1,9.0,2.1972246170043945
57,,0,10,0,0,0,0,240.0,53,0,12,0,0,22500.0,41,35,0,40,1225,10.020000457763672,1,6.0,1.7917594909667969
62,,0,12,0,0,0,0,125.0,59,0,12,0,0,8750.0,44,41,0,20,1681,2.25,1,6.25,1.8325815200805664
29,0,300,12,0,1,40,0,344.0,27,0,12,1,0,27500.0,11,9,1,40,81,9.612000465393066,1,8.600000381469727,2.1517622470855713
45,0,1500,14,0,0,40,0,600.0,44,0,16,0,0,67500.0,25,22,0,40,484,36.29999923706055,1,15.0,2.70805025100708
43,0,296,12,0,0,60,0,289.0,37,0,12,0,0,0.0,25,19,0,40,361,0.0,1,7.224999904632568,1.9775471687316895
37,1,650,12,0,0,45,0,370.0,26,0,13,0,0,45000.0,19,7,0,40,49,25.760000228881836,1,9.25,2.224623441696167
35,0,360,8,0,0,0,0,0.0,27,0,12,0,,17500.0,21,9,1,0,81,17.5,0,,
46,,0,12,0,0,60,0,240.0,48,0,12,0,0,0.0,28,30,0,40,900,0.0,1,6.0,1.7917594909667969
63,,0,12,0,0,0,0,0.0,57,0,12,0,,17500.0,45,39,0,0,1521,17.5,0,,
61,0,250,10,0,0,52,0,200.0,58,0,12,0,0,27500.0,45,40,0,35,1600,17.100000381469727,1,5.714285850524902,1.742969274520874
35,1,530,12,0,0,45,1,682.0,34,0,12,0,0,67500.0,17,16,0,40,256,32.0359992980957,1,17.049999237060547,2.8361501693725586
36,0,600,12,0,0,60,0,350.0,35,0,16,0,0,37500.0,18,13,1,40,169,19.299999237060547,1,8.75,2.169053792953491
34,1,660,8,0,0,60,0,195.0,29,0,14,0,0,45000.0,20,9,1,21,81,34.86000061035156,1,9.285714149475098,2.2284770011901855
51,,0,12,0,0,96,1,0.0,42,0,11,0,,32500.0,33,25,0,0,625,32.5,0,,
48,,0,14,0,0,0,1,0.0,43,0,14,0,,0.0,28,23,0,0,529,0.0,0,,
48,0,1400,18,0,0,50,0,0.0,50,0,18,0,,45000.0,24,26,0,0,676,45.0,0,,
55,1,559,8,0,0,40,0,0.0,51,0,12,0,,22500.0,41,33,0,0,1089,22.5,0,,
21,0,234,12,0,0,34,0,200.0,19,0,12,0,0,11500.0,3,1,1,40,1,1.100000023841858,1,5.0,1.6094379425048828
43,0,666,14,0,0,40,0,0.0,56,0,9,0,,55000.0,23,41,0,0,1681,55.0,0,,
37,0,600,13,0,0,60,0,458.0,30,0,12,0,0,27500.0,18,12,1,40,144,3.684000015258789,1,11.449999809265137,2.4379897117614746
47,1,440,12,1,0,40,0,162.0,45,1,12,0,1,27500.0,29,27,0,40,729,19.076000213623047,1,4.050000190734863,1.398716926574707
22,0,232,16,0,0,50,0,0.0,18,0,12,0,,13750.0,0,0,0,0,0,13.75,0,,
41,1,700,12,0,0,50,1,0.0,38,0,12,0,,17500.0,23,20,0,0,400,17.5,0,,
41,0,520,14,0,0,42,0,0.0,43,0,14,0,,37500.0,21,23,1,0,529,37.5,0,,
39,,0,9,1,0,40,1,452.0,36,1,11,0,0,45000.0,24,19,0,40,361,21.496000289916992,1,11.300000190734863,2.424802780151367
54,1,1184,14,0,0,60,1,0.0,49,0,13,0,,112500.0,34,30,0,0,900,112.5,0,,
